id,number_of_vertices,asymmetric_depth,degree_sequence,graph_representation,g6string
1881,9,2,"(6, 6, 6, 6, 5, 4, 4, 4, 3)","{1: [8, 9, 4, 6], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [2, 3, 4, 5, 6], 8: [1, 3, 4, 5, 6, 9], 9: [1, 2, 3, 5, 6, 8]}",HCxZj]v
1882,9,2,"(7, 6, 6, 6, 5, 4, 4, 4, 4)","{1: [8, 9, 4, 6], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8], 7: [2, 3, 4, 5, 6, 9], 8: [1, 3, 4, 5, 6, 9], 9: [1, 2, 3, 4, 5, 7, 8]}",HON^Q~v
1883,9,2,"(8, 6, 6, 6, 6, 4, 4, 4, 4)","{1: [8, 9, 4, 6], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [2, 3, 4, 5, 6, 9], 8: [1, 3, 4, 5, 6, 9], 9: [1, 2, 3, 4, 5, 6, 7, 8]}",H_yqx~~
1884,9,2,"(6, 6, 6, 6, 6, 4, 4, 3, 3)","{1: [8, 4, 6], 2: [8, 5, 6, 7], 3: [9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [2, 3, 4, 5, 6, 9], 8: [1, 2, 4, 5, 6, 9], 9: [3, 4, 5, 6, 7, 8]}",HAej\|}
1885,9,2,"(6, 6, 6, 6, 6, 4, 4, 4, 2)","{1: [8, 9, 4, 6], 2: [8, 5, 6, 7], 3: [5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [2, 3, 4, 5, 6, 9], 8: [1, 2, 4, 5, 6, 9], 9: [1, 4, 5, 6, 7, 8]}",H@Sz}^l
1886,9,2,"(6, 6, 6, 6, 5, 4, 4, 4, 3)","{1: [8, 9, 4, 6], 2: [8, 5, 6, 7], 3: [9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [2, 3, 4, 5, 6, 9], 8: [1, 2, 4, 5, 6], 9: [1, 3, 4, 5, 6, 7]}",H@\]^Mv
1887,9,2,"(6, 6, 6, 6, 4, 4, 4, 4, 4)","{1: [8, 9, 4, 6], 2: [8, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7], 6: [1, 2, 5, 7, 8, 9], 7: [2, 3, 4, 5, 6, 9], 8: [1, 2, 3, 4, 6, 9], 9: [1, 3, 4, 6, 7, 8]}",HK`|r^V
1888,9,2,"(6, 6, 6, 6, 4, 4, 4, 4, 2)","{1: [9, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 5], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7], 6: [1, 2, 5, 7, 8, 9], 7: [1, 4, 5, 6, 8, 9], 8: [2, 3, 4, 6, 7, 9], 9: [1, 2, 4, 6, 7, 8]}",HAhqx~f
1889,9,2,"(6, 6, 6, 6, 4, 4, 4, 4, 2)","{1: [9, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 5], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7], 7: [1, 4, 5, 6, 8, 9], 8: [2, 3, 4, 5, 7, 9], 9: [1, 2, 4, 5, 7, 8]}",HIDX~Mn
1890,9,2,"(6, 6, 6, 6, 5, 4, 3, 3, 3)","{1: [4, 6, 7], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 5, 6, 9], 8: [2, 3, 4, 5, 6, 9], 9: [3, 4, 5, 6, 7, 8]}",HGM\]l^
1891,9,2,"(6, 6, 6, 6, 4, 4, 4, 3, 3)","{1: [9, 4, 6, 7], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 5, 6], 8: [2, 3, 4, 5, 6, 9], 9: [1, 3, 4, 5, 6, 8]}",H@UZ\nf
1892,9,2,"(6, 6, 6, 5, 5, 4, 4, 3, 3)","{1: [9, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 5, 6, 9], 8: [2, 3, 4, 5, 6], 9: [1, 2, 4, 5, 6, 7]}",HCV`z]z
1893,9,2,"(6, 6, 6, 5, 4, 4, 4, 4, 3)","{1: [9, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 5, 6], 8: [2, 3, 4, 5, 6, 9], 9: [1, 2, 3, 4, 6, 8]}",HGpq|uv
1894,9,2,"(6, 6, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8], 7: [1, 3, 5, 6, 9], 8: [1, 3, 4, 5, 6], 9: [1, 2, 3, 4, 5, 7]}",H@d\Znx
1895,9,2,"(7, 6, 6, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 5, 6, 9], 8: [1, 2, 3, 4, 6, 9], 9: [1, 3, 4, 5, 6, 7, 8]}",H@dq~U~
1896,9,2,"(6, 6, 5, 5, 4, 4, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 9, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 9], 7: [1, 3, 4, 8], 8: [1, 2, 3, 5, 7, 9], 9: [1, 3, 4, 5, 6, 8]}",HDQZRmn
1897,9,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 9, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 9], 7: [1, 3, 4, 8, 9], 8: [1, 2, 3, 5, 7], 9: [1, 3, 4, 5, 6, 7]}",HCUj\hz
1898,9,2,"(7, 6, 5, 5, 5, 4, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 9, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 9], 7: [1, 3, 4, 8, 9], 8: [1, 2, 3, 5, 7, 9], 9: [1, 3, 4, 5, 6, 7, 8]}",HAejb]~
1899,9,2,"(5, 5, 4, 4, 4, 4, 4, 3, 3)","{1: [8, 4, 6, 7], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4], 8: [1, 2, 3, 4, 9], 9: [3, 4, 5, 6, 8]}",HQ]T?|f
1900,9,2,"(5, 4, 4, 4, 4, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4, 9], 8: [1, 2, 3, 4], 9: [2, 3, 4, 6, 7]}",HJUmDC^
1901,9,2,"(6, 5, 4, 4, 4, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4], 8: [1, 2, 3, 4, 9], 9: [2, 3, 4, 5, 6, 8]}",HJqcO|v
1902,9,2,"(6, 4, 4, 4, 4, 4, 4, 4, 4)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4, 9], 8: [1, 2, 3, 4], 9: [2, 3, 4, 5, 6, 7]}",Hahle_~
1903,9,2,"(5, 5, 5, 4, 4, 4, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4], 8: [1, 2, 3, 4, 9], 9: [1, 2, 3, 6, 8]}",HbGkuK^
1904,9,2,"(5, 5, 4, 4, 4, 4, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4, 9], 8: [1, 2, 3, 4], 9: [1, 2, 3, 6, 7]}",HLiI_|f
1905,9,2,"(6, 6, 5, 4, 4, 4, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 7], 5: [2, 3, 8, 6], 6: [1, 2, 5, 9], 7: [1, 3, 4, 9], 8: [1, 2, 3, 4, 5, 9], 9: [1, 2, 3, 6, 7, 8]}",HIYSX~r
1906,9,2,"(6, 6, 6, 4, 4, 4, 4, 4, 4)","{1: [9, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 8, 6], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 4, 6], 8: [2, 3, 4, 5, 6, 9], 9: [1, 2, 3, 4, 6, 8]}",HTp@z^V
1907,9,2,"(5, 5, 5, 4, 4, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7, 9], 7: [1, 3, 4, 6], 8: [1, 2, 3, 4, 9], 9: [3, 4, 5, 6, 8]}",HIYPlvM
1908,9,2,"(6, 5, 5, 4, 4, 4, 4, 4, 4)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7], 7: [1, 3, 4, 6, 9], 8: [1, 2, 3, 4, 9], 9: [2, 3, 4, 5, 7, 8]}",HyE@yyn
1909,9,2,"(5, 5, 5, 5, 4, 4, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 7, 9], 7: [1, 3, 4, 6, 9], 8: [1, 2, 3, 4], 9: [1, 2, 3, 6, 7]}",HIks\LV
1910,9,2,"(6, 6, 5, 5, 4, 4, 4, 4, 4)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 4, 6, 9], 8: [1, 2, 3, 4, 6], 9: [2, 3, 4, 5, 6, 7]}",H``xuvf
1911,9,2,"(5, 5, 5, 5, 5, 4, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6], 3: [8, 5, 7], 4: [1, 9, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8, 9], 7: [1, 3, 4, 5], 8: [1, 2, 3, 6, 9], 9: [1, 4, 5, 6, 8]}",HBQI|]{
1912,9,2,"(5, 5, 5, 5, 5, 4, 4, 3, 2)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 7], 5: [2, 3, 6, 7], 6: [1, 2, 5, 8, 9], 7: [1, 3, 4, 5, 9], 8: [1, 2, 3, 6, 9], 9: [1, 3, 6, 7, 8]}",HBHZ[]x
1913,9,2,"(6, 5, 5, 5, 5, 4, 4, 4, 2)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 3, 4, 5, 9], 8: [1, 2, 3, 6, 9], 9: [1, 2, 3, 5, 7, 8]}",H@\uLT^
1914,9,2,"(6, 5, 5, 5, 4, 4, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 9, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 3, 4, 5], 8: [1, 2, 3, 6, 9], 9: [1, 2, 3, 4, 5, 8]}",HGdruYv
1915,9,2,"(7, 5, 5, 5, 5, 4, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 9, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 3, 4, 5, 9], 8: [1, 2, 3, 6, 9], 9: [1, 2, 3, 4, 5, 7, 8]}",H@\uLV^
1916,9,2,"(6, 6, 6, 6, 4, 4, 4, 4, 4)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 4, 5, 6, 9], 8: [1, 2, 3, 4, 6, 9], 9: [2, 3, 4, 6, 7, 8]}",HK`~P~V
1917,9,2,"(6, 6, 6, 6, 5, 4, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 7], 5: [2, 3, 6, 7], 6: [1, 2, 5, 7, 8, 9], 7: [1, 3, 4, 5, 6, 9], 8: [1, 2, 3, 4, 6, 9], 9: [1, 2, 3, 6, 7, 8]}",HB`Z\~m
1918,9,2,"(6, 6, 6, 6, 5, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [8, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 9], 7: [1, 3, 4, 5, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [3, 4, 5, 6, 7, 8]}",H@dj}^t
1919,9,2,"(6, 6, 6, 6, 4, 4, 4, 4, 4)","{1: [8, 4, 6, 7], 2: [8, 9, 5, 6], 3: [8, 9, 5, 7], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7], 7: [1, 3, 4, 5, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [2, 3, 4, 5, 7, 8]}",HqBlq{~
1920,9,2,"(6, 6, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6, 7], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 4, 6, 9], 8: [1, 3, 4, 5, 6], 9: [1, 2, 3, 5, 6, 7]}",HCleh||
1921,9,2,"(6, 5, 5, 5, 5, 5, 5, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 9, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 8], 8: [1, 2, 3, 5, 7], 9: [1, 2, 3, 4, 5, 6]}",H@hy|rr
1922,9,2,"(5, 5, 5, 5, 5, 5, 3, 3, 2)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 5], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 9], 9: [1, 2, 6, 7, 8]}",HOKyyvT
1923,9,2,"(5, 5, 5, 5, 5, 4, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 7], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 9], 9: [1, 2, 3, 7, 8]}",HHeY]Sv
1924,9,2,"(5, 5, 5, 5, 5, 4, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6], 8: [1, 2, 3, 4, 9], 9: [1, 2, 3, 6, 8]}",HKdMXk|
1925,9,2,"(5, 5, 5, 5, 5, 4, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4], 9: [1, 2, 3, 6, 7]}",HLaYX\Z
1926,9,2,"(6, 5, 5, 5, 5, 5, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 9], 9: [1, 2, 3, 6, 7, 8]}",HKdQ|W~
1927,9,2,"(7, 5, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 9], 9: [1, 2, 3, 5, 6, 7, 8]}",HHM[]d~
1928,9,2,"(6, 6, 5, 5, 5, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 9, 7], 5: [2, 3, 8, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [2, 3, 4, 6, 7, 8]}",HKWw~fN
1929,9,2,"(7, 6, 5, 5, 5, 5, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 9, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [2, 3, 4, 5, 6, 7, 8]}",HGT{ve~
1930,9,2,"(6, 6, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [8, 5, 6, 7], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [1, 3, 5, 6, 7, 8]}",H@eza~j
1931,9,2,"(6, 6, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [1, 2, 3, 5, 7, 8]}",H@iza~Z
1932,9,2,"(7, 6, 5, 5, 5, 5, 5, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 9], 7: [1, 2, 4, 6, 9], 8: [1, 2, 3, 4, 5, 9], 9: [1, 2, 3, 5, 6, 7, 8]}",H@mjel~
1933,9,2,"(5, 5, 5, 5, 4, 4, 4, 3, 3)","{1: [8, 4, 6, 7], 2: [5, 6, 7], 3: [8, 9, 5], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 2, 4, 5, 9], 8: [1, 3, 4, 6, 9], 9: [3, 4, 5, 7, 8]}",H@UblzM
1934,9,2,"(5, 5, 5, 5, 5, 5, 3, 3, 2)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7], 3: [8, 5], 4: [1, 8, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8, 9], 7: [1, 2, 4, 5, 9], 8: [1, 3, 4, 6, 9], 9: [1, 5, 6, 7, 8]}",H?Szuyu
1935,9,2,"(5, 5, 5, 5, 5, 4, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 2, 4, 5, 9], 8: [1, 3, 4, 6, 9], 9: [1, 3, 5, 7, 8]}",H@Q\]xy
1936,9,2,"(6, 5, 5, 5, 5, 5, 3, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8, 9], 7: [1, 2, 4, 5, 9], 8: [1, 3, 4, 6, 9], 9: [1, 3, 5, 6, 7, 8]}",HAfTZo~
1937,9,2,"(6, 5, 5, 5, 5, 4, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6, 7], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 7], 6: [1, 2, 5, 8, 9], 7: [1, 2, 4, 5, 9], 8: [1, 3, 4, 6, 9], 9: [1, 2, 3, 6, 7, 8]}",HBMLmXn
1938,9,2,"(6, 6, 5, 5, 5, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 9, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 2, 4, 5, 9], 8: [1, 2, 3, 4, 6, 9], 9: [2, 3, 4, 5, 7, 8]}",HIW[~in
1939,9,2,"(5, 5, 5, 5, 5, 5, 5, 3, 2)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 5], 4: [1, 8, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8, 9], 7: [1, 2, 4, 5, 9], 8: [1, 2, 3, 4, 6], 9: [1, 2, 5, 6, 7]}",H@LZlvk
1940,9,2,"(5, 5, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 9, 5], 4: [1, 8, 7], 5: [2, 3, 6, 7, 9], 6: [1, 2, 5, 8], 7: [1, 2, 4, 5, 9], 8: [1, 2, 3, 4, 6], 9: [1, 2, 3, 5, 7]}",H@dZ\zq
1941,9,2,"(6, 6, 5, 5, 5, 4, 4, 4, 3)","{1: [9, 4, 6, 7], 2: [8, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 6, 9], 8: [2, 3, 4, 5, 6], 9: [1, 3, 4, 5, 6, 7]}",HCXvP~\
1942,9,2,"(6, 6, 6, 5, 4, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 6, 8], 8: [1, 3, 4, 6, 7, 9], 9: [2, 3, 4, 5, 6, 8]}",HI_y~en
1943,9,2,"(7, 6, 6, 6, 4, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 6, 8, 9], 8: [1, 3, 4, 6, 7, 9], 9: [2, 3, 4, 5, 6, 7, 8]}",HI`X|^v
1944,9,2,"(6, 6, 5, 5, 5, 4, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 9, 6], 6: [1, 2, 5, 7, 8], 7: [1, 2, 3, 6, 8, 9], 8: [1, 3, 4, 6, 7], 9: [1, 2, 3, 4, 5, 7]}",HIY[X~r
1945,9,2,"(7, 6, 6, 5, 5, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 6, 9], 8: [1, 3, 4, 5, 6, 9], 9: [2, 3, 4, 5, 6, 7, 8]}",HCXp}vn
1946,9,2,"(6, 6, 5, 5, 5, 5, 4, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6, 7], 3: [8, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 6, 9], 8: [1, 3, 4, 5, 6], 9: [1, 2, 4, 5, 6, 7]}",HAmeh||
1947,9,2,"(7, 6, 5, 5, 5, 5, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 6, 9], 8: [1, 3, 4, 5, 6], 9: [1, 2, 3, 4, 5, 6, 7]}",HBYMh~|
1948,9,2,"(6, 5, 5, 5, 5, 5, 5, 3, 3)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 8, 9], 6: [1, 2, 5, 7, 8], 7: [1, 2, 3, 6, 9], 8: [1, 2, 4, 5, 6], 9: [1, 2, 3, 4, 5, 7]}",H@\llrV
1949,9,2,"(5, 5, 5, 5, 5, 5, 3, 3, 2)","{1: [4, 6, 7, 8, 9], 2: [5, 6, 7, 8, 9], 3: [8, 5, 7], 4: [1, 8], 5: [2, 3, 6], 6: [1, 2, 5, 7, 9], 7: [1, 2, 3, 6, 9], 8: [1, 2, 3, 4, 9], 9: [1, 2, 6, 7, 8]}",HGTX{mx
1950,9,2,"(6, 6, 6, 6, 5, 4, 4, 4, 3)","{1: [8, 4, 6, 7], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8, 9], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 5, 6], 8: [1, 3, 4, 5, 6, 9], 9: [2, 3, 4, 5, 6, 8]}",HC\Z\nf
1951,9,2,"(6, 6, 6, 5, 5, 5, 4, 4, 3)","{1: [4, 6, 7, 8, 9], 2: [9, 5, 6, 7], 3: [8, 9, 5, 7], 4: [1, 8, 9], 5: [2, 3, 6, 7, 8], 6: [1, 2, 5, 7, 8, 9], 7: [1, 2, 3, 5, 6, 9], 8: [1, 3, 4, 5, 6], 9: [1, 2, 3, 4, 6, 7]}",HBbXzvj
